tarih;saat;yukleme_adedi;yukleme_yapilan_kart_adedi
2020-01-07;20;1395;1375
2020-01-07;21;919;908
2020-01-07;22;651;647
2020-01-07;23;304;303
2020-01-08;0;78;76
2020-01-08;1;11;11
2020-01-08;2;8;8
2020-01-08;3;5;5
2020-01-08;4;5;5
2020-01-08;5;2;2
2020-01-08;6;160;160
2020-01-08;7;2570;2554
2020-01-08;8;3026;3006
2020-01-08;9;2071;2052
2020-01-08;10;2104;2079
2020-01-08;11;2533;2508
2020-01-08;12;3142;3117
2020-01-08;13;2917;2896
2020-01-08;14;2738;2710
2020-01-08;15;3409;3371
2020-01-08;16;3422;3380
2020-01-08;17;2912;2875
2020-01-08;18;2568;2528
2020-01-08;19;2105;2077
2020-01-08;20;1447;1422
2020-01-08;21;903;886
2020-01-08;22;675;664
2020-01-08;23;293;288
2020-01-09;0;28;28
2020-01-09;1;13;13
2020-01-09;2;2;2
2020-01-09;5;2;2
2020-01-09;6;20;20
2020-01-09;7;1714;1708
2020-01-09;8;2948;2914
2020-01-09;9;1969;1951
2020-01-09;10;2036;2010
2020-01-09;11;2431;2405
2020-01-09;12;2904;2869
2020-01-09;13;2701;2672
2020-01-09;14;2481;2460
2020-01-09;15;3472;3443
2020-01-09;16;3515;3478
2020-01-09;17;3130;3092
2020-01-09;18;2775;2739
2020-01-09;19;2133;2114
2020-01-09;20;1436;1421
2020-01-09;21;943;928
2020-01-09;22;703;694
2020-01-09;23;272;270
2020-01-10;0;67;65
2020-01-10;1;13;13
2020-01-10;2;7;7
2020-01-10;3;4;4
2020-01-10;4;4;4
2020-01-10;5;6;6
2020-01-10;6;160;160
2020-01-10;7;2497;2478
2020-01-10;8;2929;2894
2020-01-10;9;2103;2085
2020-01-10;10;2027;2006
2020-01-10;11;2281;2255
2020-01-10;12;3059;3023
2020-01-10;13;2305;2278
2020-01-10;14;3053;3028
2020-01-10;15;3570;3524
2020-01-10;16;3804;3752
2020-01-10;17;3289;3258
2020-01-10;18;2873;2855
2020-01-10;19;2294;2268
2020-01-10;20;1492;1479
2020-01-10;21;1037;1017
2020-01-10;22;683;678
2020-01-10;23;283;280
2020-01-11;0;50;50
2020-01-11;1;13;13
2020-01-11;2;3;3
2020-01-11;3;2;2
2020-01-11;4;4;4
2020-01-11;5;3;3
2020-01-11;6;55;55
2020-01-11;7;912;904
2020-01-11;8;1718;1702
2020-01-11;9;1656;1635
2020-01-11;10;1723;1707
2020-01-11;11;2619;2588
2020-01-11;12;3502;3458
2020-01-11;13;3619;3562
2020-01-11;14;3267;3224
2020-01-11;15;3115;3076
2020-01-11;16;3144;3106
2020-01-11;17;3283;3249
2020-01-11;18;2883;2852
2020-01-11;19;2067;2044
2020-01-11;20;1327;1307
2020-01-11;21;903;897
2020-01-11;22;686;679
2020-01-11;23;364;360
2020-01-12;0;60;59
2020-01-12;1;11;11
2020-01-12;2;3;3
2020-01-12;3;3;3
2020-01-12;6;2;2
2020-01-12;7;147;147
2020-01-12;8;624;616
2020-01-12;9;862;854
2020-01-12;10;984;975
2020-01-12;11;1734;1714
2020-01-12;12;2481;2446
2020-01-12;13;2808;2772
2020-01-12;14;2744;2710
2020-01-12;15;2696;2661
2020-01-12;16;2844;2801
2020-01-12;17;2910;2867
2020-01-12;18;2407;2372
2020-01-12;19;1944;1913
2020-01-12;20;1389;1367
2020-01-12;21;988;976
2020-01-12;22;766;760
2020-01-12;23;390;385
2020-01-13;0;91;91
2020-01-13;1;20;20
2020-01-13;2;5;5
2020-01-13;3;4;4
2020-01-13;4;4;4
2020-01-13;5;2;2
2020-01-13;6;226;225
2020-01-13;7;3876;3840
2020-01-13;8;3855;3819
2020-01-13;9;2512;2490
2020-01-13;10;2469;2447
2020-01-13;11;2917;2882
2020-01-13;12;3734;3698
2020-01-13;13;3219;3192
2020-01-13;14;2993;2951
2020-01-13;15;3891;3859
2020-01-13;16;3863;3823
2020-01-13;17;3401;3363
2020-01-13;18;3162;3121
2020-01-13;19;2344;2314
2020-01-13;20;1397;1384
2020-01-13;21;991;980
2020-01-13;22;641;638
2020-01-13;23;276;271
2020-01-14;0;78;78
2020-01-14;1;11;11
2020-01-14;2;5;5
2020-01-14;4;3;3
2020-01-14;5;3;3
2020-01-14;6;106;106
2020-01-14;7;2143;2135
2020-01-14;8;2796;2769
2020-01-14;9;2173;2151
2020-01-14;10;2126;2107
2020-01-14;11;2718;2696
2020-01-14;12;3282;3240
2020-01-14;13;3042;3017
2020-01-14;14;2726;2680
2020-01-14;15;3515;3471
2020-01-14;16;3563;3509
2020-01-14;17;2916;2885
2020-01-14;18;2776;2750
2020-01-14;19;2116;2087
2020-01-14;20;1404;1384
2020-01-14;21;952;937
2020-01-14;22;647;638
2020-01-14;23;239;234
2020-01-15;0;66;66
2020-01-15;1;13;13
2020-01-15;2;2;2
2020-01-15;3;5;5
2020-01-15;4;3;3
2020-01-15;5;4;4
2020-01-15;6;110;110
2020-01-15;7;2010;1999
2020-01-15;8;2631;2599
2020-01-15;9;2130;2110
2020-01-15;10;2104;2082
2020-01-15;11;2507;2478
2020-01-15;12;3345;3302
2020-01-15;13;3045;3019
2020-01-15;14;2758;2720
2020-01-15;15;3326;3294
2020-01-15;16;3370;3327
2020-01-15;17;3109;3074
2020-01-15;18;2862;2829
2020-01-15;19;2221;2184
2020-01-15;20;1459;1434
2020-01-15;21;955;944
2020-01-15;22;709;707
2020-01-15;23;267;261
2020-01-16;0;69;69
2020-01-16;1;4;4
2020-01-16;2;3;3
2020-01-16;3;3;3
2020-01-16;4;2;2
2020-01-16;5;1;1
2020-01-16;6;109;108
2020-01-16;7;1893;1876
2020-01-16;8;2637;2612
2020-01-16;9;2037;2010
2020-01-16;10;2176;2160
2020-01-16;11;2557;2530
2020-01-16;12;3288;3250
2020-01-16;13;2992;2945
2020-01-16;14;2859;2822
2020-01-16;15;3084;3035
2020-01-16;16;3238;3195
2020-01-16;17;3003;2966
2020-01-16;18;2772;2736
2020-01-16;19;2120;2098
2020-01-16;20;1508;1487
2020-01-16;21;965;946
2020-01-16;22;670;666
2020-01-16;23;297;289
2020-01-17;0;64;64
2020-01-17;1;9;9
2020-01-17;2;4;4
2020-01-17;3;3;3
2020-01-17;5;4;4
2020-01-17;6;102;102
2020-01-17;7;1813;1797
2020-01-17;8;2805;2771
2020-01-17;9;2617;2592
2020-01-17;10;2930;2890
2020-01-17;11;3310;3261
2020-01-17;12;3388;3354
2020-01-17;13;2256;2232
2020-01-17;14;3673;3627
2020-01-17;15;3175;3120
2020-01-17;16;3106;3067
2020-01-17;17;2877;2839
2020-01-17;18;2625;2597
2020-01-17;19;2063;2035
2020-01-17;20;1340;1324
2020-01-17;21;942;932
2020-01-17;22;680;675
2020-01-17;23;305;304
2020-01-18;0;63;63
2020-01-18;1;17;17
2020-01-18;2;2;2
2020-01-18;3;3;3
2020-01-18;4;1;1
2020-01-18;5;4;4
2020-01-18;6;69;68
2020-01-18;7;1149;1137
2020-01-18;8;2042;2022
2020-01-18;9;1320;1306
2020-01-18;10;1715;1699
2020-01-18;11;2308;2279
2020-01-18;12;2975;2943
2020-01-18;13;2917;2882
2020-01-18;14;2672;2645
2020-01-18;15;2549;2511
2020-01-18;16;2613;2570
2020-01-18;17;2748;2713
2020-01-18;18;2358;2333
2020-01-18;19;1667;1639
2020-01-18;20;1105;1088
2020-01-18;21;742;731
2020-01-18;22;686;676
2020-01-18;23;310;305
2020-01-19;0;51;50
2020-01-19;1;5;5
2020-01-19;4;2;2
2020-01-19;5;1;1
2020-01-19;6;9;9
2020-01-19;7;272;269
2020-01-19;8;714;711
2020-01-19;9;700;694
2020-01-19;10;949;937
2020-01-19;11;1499;1486
2020-01-19;12;2128;2096
2020-01-19;13;2263;2229
2020-01-19;14;2207;2169
2020-01-19;15;2138;2096
2020-01-19;16;2009;1971
2020-01-19;17;2095;2057
2020-01-19;18;1838;1816
2020-01-19;19;1434;1416
2020-01-19;20;1011;995
2020-01-19;21;782;769
2020-01-19;22;621;618
2020-01-19;23;263;258
2020-01-20;0;60;60
2020-01-20;1;9;9
2020-01-20;2;1;1
2020-01-20;3;1;1
2020-01-20;4;3;3
2020-01-20;5;4;4
2020-01-20;6;133;132
2020-01-20;7;1868;1850
2020-01-20;8;2325;2309
2020-01-20;9;2119;2099
2020-01-20;10;2042;2024
2020-01-20;11;2741;2703
2020-01-20;12;3383;3344
2020-01-20;13;3013;2979
2020-01-20;14;3084;3046
2020-01-20;15;2664;2622
2020-01-20;16;2576;2536
2020-01-20;17;2827;2782
2020-01-20;18;2814;2780
2020-01-20;19;2074;2043
2020-01-20;20;1131;1118
2020-01-20;21;804;795
2020-01-20;22;608;602
2020-01-20;23;221;220
2020-01-21;0;46;46
2020-01-21;1;9;9
2020-01-21;2;1;1
2020-01-21;3;2;2
2020-01-21;5;2;2
2020-01-21;6;67;67
2020-01-21;7;1185;1174
2020-01-21;8;1656;1636
2020-01-21;9;1536;1521
2020-01-21;10;1654;1637
2020-01-21;11;2048;2026
2020-01-21;12;2623;2600
2020-01-21;13;2416;2389
2020-01-21;14;2314;2288
2020-01-21;15;2170;2147
2020-01-21;16;2273;2246
2020-01-21;17;2378;2347
2020-01-21;18;2352;2321
2020-01-21;19;1806;1787
2020-01-21;20;1056;1039
2020-01-21;21;712;703
2020-01-21;22;531;521
2020-01-21;23;245;242
2020-01-22;0;44;44
2020-01-22;1;12;12
2020-01-22;3;1;1
2020-01-22;4;1;1
2020-01-22;5;3;2
2020-01-22;6;80;80
2020-01-22;7;1158;1140
2020-01-22;8;1816;1796
2020-01-22;9;1724;1712
2020-01-22;10;1843;1814
2020-01-22;11;2421;2389
2020-01-22;12;3131;3098
2020-01-22;13;2834;2793
2020-01-22;14;2677;2642
2020-01-22;15;2410;2366
2020-01-22;16;2572;2537
2020-01-22;17;2597;2563
2020-01-22;18;2523;2498
2020-01-22;19;2039;2015
2020-01-22;20;1168;1147
2020-01-22;21;763;754
2020-01-22;22;558;553
2020-01-22;23;236;235
2020-01-23;0;61;57
2020-01-23;2;2;2
2020-01-23;3;2;2
2020-01-23;4;2;2
2020-01-23;5;2;2
2020-01-23;6;89;89
2020-01-23;7;1195;1182
2020-01-23;8;1723;1708
2020-01-23;9;1676;1654
2020-01-23;10;1945;1922
2020-01-23;11;2549;2505
2020-01-23;12;3268;3218
2020-01-23;13;2781;2741
2020-01-23;14;2582;2540
2020-01-23;15;2417;2383
2020-01-23;16;2441;2406
2020-01-23;17;2480;2451
2020-01-23;18;2534;2511
2020-01-23;19;1854;1828
2020-01-23;20;1086;1072
2020-01-23;21;765;754
2020-01-23;22;549;542
2020-01-23;23;238;235
2020-01-24;0;43;41
2020-01-24;1;3;3
2020-01-24;2;2;2
2020-01-24;3;1;1
2020-01-24;4;3;3
2020-01-24;5;1;1
2020-01-24;6;75;75
2020-01-24;7;1141;1133
2020-01-24;8;1586;1567
2020-01-24;9;1612;1593
2020-01-24;10;1685;1665
2020-01-24;11;2042;2007
2020-01-24;12;2610;2577
2020-01-24;13;1832;1814
2020-01-24;14;2759;2715
2020-01-24;15;2380;2341
2020-01-24;16;2352;2330
2020-01-24;17;2439;2406
2020-01-24;18;2478;2452
2020-01-24;19;1937;1918
2020-01-24;20;1119;1107
2020-01-24;21;788;776
2020-01-24;22;636;625
2020-01-24;23;290;287
2020-01-25;0;51;51
2020-01-25;1;7;7
2020-01-25;2;1;1
2020-01-25;3;2;2
2020-01-25;5;3;3
2020-01-25;6;39;38
2020-01-25;7;787;776
2020-01-25;8;1135;1122
2020-01-25;9;1185;1173
2020-01-25;10;1392;1369
2020-01-25;11;1949;1928
2020-01-25;12;2657;2623
2020-01-25;13;2790;2740
2020-01-25;14;2544;2502
2020-01-25;15;2390;2355
2020-01-25;16;2466;2425
2020-01-25;17;2648;2615
2020-01-25;18;2437;2409
2020-01-25;19;1869;1838
2020-01-25;20;1151;1132
2020-01-25;21;752;739
2020-01-25;22;637;629
2020-01-25;23;291;291
2020-01-26;0;68;68
2020-01-26;1;4;4
2020-01-26;2;6;6
2020-01-26;3;2;2
2020-01-26;6;7;7
2020-01-26;7;150;149
2020-01-26;8;463;457
2020-01-26;9;718;703
2020-01-26;10;845;837
2020-01-26;11;1358;1338
2020-01-26;12;2003;1973
2020-01-26;13;2277;2249
2020-01-26;14;2359;2324
2020-01-26;15;2282;2252
2020-01-26;16;2390;2348
2020-01-26;17;2446;2412
2020-01-26;18;2106;2057
2020-01-26;19;1531;1513
2020-01-26;20;1141;1128
2020-01-26;21;1035;1025
2020-01-26;22;709;696
2020-01-26;23;286;281
2020-01-27;0;59;58
2020-01-27;1;4;4
2020-01-27;2;4;4
2020-01-27;3;1;1
2020-01-27;5;4;4
2020-01-27;6;120;119
2020-01-27;7;1868;1854
2020-01-27;8;2387;2361
2020-01-27;9;2320;2288
2020-01-27;10;2276;2245
2020-01-27;11;2914;2867
2020-01-27;12;3595;3549
2020-01-27;13;3150;3109
2020-01-27;14;3214;3177
2020-01-27;15;2888;2853
2020-01-27;16;2890;2851
2020-01-27;17;2871;2844
2020-01-27;18;2771;2741
2020-01-27;19;2181;2157
2020-01-27;20;1315;1292
2020-01-27;21;889;869
2020-01-27;22;648;638
2020-01-27;23;274;272
2020-01-28;0;52;52
2020-01-28;1;3;3
2020-01-28;2;3;3
2020-01-28;3;1;1
2020-01-28;4;1;1
2020-01-28;5;3;3
2020-01-28;6;88;87
2020-01-28;7;1327;1310
2020-01-28;8;1895;1887
2020-01-28;9;1958;1934
2020-01-28;10;2233;2206
2020-01-28;11;2862;2821
2020-01-28;12;3210;3169
2020-01-28;13;2936;2895
2020-01-28;14;2645;2592
2020-01-28;15;2434;2390
2020-01-28;16;2519;2488
2020-01-28;17;2403;2360
2020-01-28;18;2532;2509
2020-01-28;19;1962;1936
2020-01-28;20;1192;1178
2020-01-28;21;796;784
2020-01-28;22;599;590
2020-01-28;23;252;249
2020-01-29;0;63;63
2020-01-29;1;12;11
2020-01-29;2;4;4
2020-01-29;3;3;3
2020-01-29;4;1;1
2020-01-29;5;1;1
2020-01-29;6;70;70
2020-01-29;7;1191;1176
2020-01-29;8;1911;1897
2020-01-29;9;2000;1976
2020-01-29;10;2138;2111
2020-01-29;11;2684;2658
2020-01-29;12;3434;3406
2020-01-29;13;3169;3129
2020-01-29;14;2770;2723
2020-01-29;15;2771;2737
2020-01-29;16;2754;2715
2020-01-29;17;2880;2841
2020-01-29;18;2827;2790
2020-01-29;19;2091;2069
2020-01-29;20;1297;1283
2020-01-29;21;873;859
2020-01-29;22;696;686
2020-01-29;23;284;283
2020-01-30;0;61;61
2020-01-30;1;3;3
2020-01-30;2;3;3
2020-01-30;3;2;2
2020-01-30;4;1;1
2020-01-30;5;1;1
2020-01-30;6;66;65
2020-01-30;7;1267;1251
2020-01-30;8;1850;1825
2020-01-30;9;1822;1803
2020-01-30;10;2137;2102
2020-01-30;11;2699;2664
2020-01-30;12;3182;3146
2020-01-30;13;2923;2888
2020-01-30;14;2654;2618
2020-01-30;15;2449;2420
2020-01-30;16;2617;2580
2020-01-30;17;2585;2556
2020-01-30;18;2612;2587
2020-01-30;19;1961;1943
2020-01-30;20;1181;1160
2020-01-30;21;838;830
2020-01-30;22;632;623
2020-01-30;23;273;273
2020-01-31;0;73;72
2020-01-31;1;8;8
2020-01-31;2;1;1
2020-01-31;3;1;1
2020-01-31;4;2;2
2020-01-31;5;3;3
2020-01-31;6;68;68
2020-01-31;7;1087;1076
2020-01-31;8;1763;1746
2020-01-31;9;1748;1723
2020-01-31;10;1923;1898
2020-01-31;11;2408;2378
2020-01-31;12;2804;2769
2020-01-31;13;2066;2047
2020-01-31;14;3023;2990
2020-01-31;15;2690;2642
2020-01-31;16;2716;2672
2020-01-31;17;2572;2550
2020-01-31;18;2725;2691
2020-01-31;19;2125;2099
2020-01-31;20;1382;1359
2020-01-31;21;933;915
2020-01-31;22;703;689
2020-01-31;23;256;255
2020-02-01;0;58;57
2020-02-01;1;10;10
2020-02-01;2;3;3
2020-02-01;4;1;1
2020-02-01;5;3;3
2020-02-01;6;38;38
2020-02-01;7;866;853
2020-02-01;8;1284;1278
2020-02-01;9;1266;1244
2020-02-01;10;1541;1524
2020-02-01;11;2189;2161
2020-02-01;12;2933;2896
2020-02-01;13;3121;3083
2020-02-01;14;2582;2547
2020-02-01;15;2507;2479
2020-02-01;16;2539;2497
2020-02-01;17;2632;2604
2020-02-01;18;2618;2587
2020-02-01;19;1969;1939
2020-02-01;20;1196;1183
2020-02-01;21;801;790
2020-02-01;22;737;730
2020-02-01;23;301;298
2020-02-02;0;54;53
2020-02-02;1;13;13
2020-02-02;2;3;3
2020-02-02;3;1;1
2020-02-02;4;3;3
2020-02-02;5;1;1
2020-02-02;6;11;11
2020-02-02;7;155;154
2020-02-02;8;494;486
2020-02-02;9;788;772
2020-02-02;10;952;942
2020-02-02;11;1510;1488
2020-02-02;12;2381;2352
2020-02-02;13;2852;2812
2020-02-02;14;2935;2887
2020-02-02;15;2868;2824
2020-02-02;16;2944;2910
2020-02-02;17;2900;2863
2020-02-02;18;3110;3068
2020-02-02;19;2262;2220
2020-02-02;20;1832;1802
2020-02-02;21;1292;1276
2020-02-02;22;948;941
2020-02-02;23;486;480
2020-02-03;0;133;132
2020-02-03;1;19;19
2020-02-03;2;7;7
2020-02-03;3;2;2
2020-02-03;4;2;2
2020-02-03;5;6;6
2020-02-03;6;284;281
2020-02-03;7;4906;4868
2020-02-03;8;4017;3986
2020-02-03;9;2059;2038
2020-02-03;10;2033;2006
2020-02-03;11;2470;2439
2020-02-03;12;3343;3304
2020-02-03;13;3280;3236
2020-02-03;14;2940;2896
2020-02-03;15;4142;4096
2020-02-03;16;3591;3539
2020-02-03;17;3180;3146
2020-02-03;18;3087;3048
2020-02-03;19;2440;2416
2020-02-03;20;1634;1610
2020-02-03;21;1073;1059
2020-02-03;22;793;778
2020-02-03;23;332;327
2020-02-04;0;88;87
2020-02-04;1;7;7
2020-02-04;3;3;3
2020-02-04;5;1;1
2020-02-04;6;125;124
2020-02-04;7;2465;2441
2020-02-04;8;2702;2684
2020-02-04;9;1757;1738
2020-02-04;10;1745;1728
2020-02-04;11;2048;2024
2020-02-04;12;2756;2729
2020-02-04;13;2655;2629
2020-02-04;14;2363;2338
2020-02-04;15;3131;3086
2020-02-04;16;3372;3316
2020-02-04;17;2987;2942
2020-02-04;18;2927;2889
2020-02-04;19;2330;2306
2020-02-04;20;1566;1546
2020-02-04;21;980;962
2020-02-04;22;696;685
2020-02-04;23;349;342
2020-02-05;0;65;65
2020-02-05;1;12;12
2020-02-05;2;3;3
2020-02-05;4;3;3
2020-02-05;5;3;3
2020-02-05;6;105;104
2020-02-05;7;2313;2300
2020-02-05;8;2429;2406
2020-02-05;9;1698;1676
2020-02-05;10;1640;1625
2020-02-05;11;2020;1995
2020-02-05;12;2701;2674
2020-02-05;13;2458;2425
2020-02-05;14;2183;2152
2020-02-05;15;2983;2955
2020-02-05;16;2960;2919
2020-02-05;17;2691;2657
2020-02-05;18;2707;2666
2020-02-05;19;2397;2371
2020-02-05;20;1577;1561
2020-02-05;21;979;967
2020-02-05;22;749;739
2020-02-05;23;305;302
2020-02-06;0;74;74
2020-02-06;1;15;15
2020-02-06;2;2;2
2020-02-06;3;3;3
2020-02-06;5;6;6
2020-02-06;6;87;87
2020-02-06;7;2097;2081
2020-02-06;8;2236;2217
2020-02-06;9;1423;1402
2020-02-06;10;1568;1546
2020-02-06;11;1771;1753
2020-02-06;12;2482;2455
2020-02-06;13;2521;2502
2020-02-06;14;2373;2344
2020-02-06;15;3048;3003
2020-02-06;16;2964;2928
2020-02-06;17;2929;2889
2020-02-06;18;2701;2678
2020-02-06;19;2312;2280
2020-02-06;20;1498;1482
2020-02-06;21;986;969
2020-02-06;22;702;694
2020-02-06;23;276;273
2020-02-07;0;83;83
2020-02-07;1;12;12
2020-02-07;2;1;1
2020-02-07;3;1;1
2020-02-07;6;132;132
2020-02-07;7;2321;2305
2020-02-07;8;2399;2372
2020-02-07;9;1627;1614
2020-02-07;10;1520;1505
2020-02-07;11;1880;1849
2020-02-07;12;2481;2450
2020-02-07;13;1768;1746
2020-02-07;14;2537;2511
2020-02-07;15;2761;2721
2020-02-07;16;3015;2964
2020-02-07;17;2454;2424
2020-02-07;18;2429;2403
2020-02-07;19;2098;2072
2020-02-07;20;1278;1260
2020-02-07;21;801;788
2020-02-07;22;348;346
2020-02-07;23;136;135
2020-02-08;0;27;26
2020-02-08;1;10;10
2020-02-08;2;2;2
2020-02-08;3;4;4
2020-02-08;5;3;3
2020-02-08;6;60;60
2020-02-08;7;999;995
2020-02-08;8;1708;1692
2020-02-08;9;1508;1493
2020-02-08;10;1569;1558
2020-02-08;11;2138;2108
2020-02-08;12;3036;3007
2020-02-08;13;3004;2973
2020-02-08;14;2622;2593
2020-02-08;15;2334;2302
2020-02-08;16;2470;2446
2020-02-08;17;2572;2542
2020-02-08;18;2491;2451
2020-02-08;19;1921;1900
2020-02-08;20;1114;1100
2020-02-08;21;715;700
2020-02-08;22;609;602
2020-02-08;23;269;267
2020-02-09;0;63;63
2020-02-09;1;2;2
2020-02-09;2;3;3
2020-02-09;3;5;5
2020-02-09;5;1;1
2020-02-09;6;5;5
2020-02-09;7;146;144
2020-02-09;8;568;566
2020-02-09;9;734;728
2020-02-09;10;882;874
2020-02-09;11;1532;1511
2020-02-09;12;2407;2381
2020-02-09;13;2681;2645
2020-02-09;14;2857;2821
2020-02-09;15;2656;2624
2020-02-09;16;2860;2806
2020-02-09;17;2592;2556
2020-02-09;18;2512;2480
2020-02-09;19;1952;1930
2020-02-09;20;1380;1364
2020-02-09;21;1031;1017
2020-02-09;22;722;713
2020-02-09;23;355;352
2020-02-10;0;94;93
2020-02-10;1;23;23
2020-02-10;2;8;8
2020-02-10;3;2;2
2020-02-10;4;2;2
2020-02-10;6;200;200
2020-02-10;7;3869;3837
2020-02-10;8;3553;3529
2020-02-10;9;2036;2018
2020-02-10;10;1935;1910
2020-02-10;11;2384;2354
2020-02-10;12;3217;3182
2020-02-10;13;3222;3190
2020-02-10;14;2815;2782
2020-02-10;15;3988;3941
2020-02-10;16;3816;3773
2020-02-10;17;3304;3271
2020-02-10;18;3075;3046
2020-02-10;19;2460;2435
2020-02-10;20;1625;1607
2020-02-10;21;975;956
2020-02-10;22;636;631
2020-02-10;23;272;270
2020-02-11;0;82;82
2020-02-11;1;10;10
2020-02-11;2;8;8
2020-02-11;3;2;2
2020-02-11;5;2;2
2020-02-11;6;111;110
2020-02-11;7;2261;2242
2020-02-11;8;2495;2472
2020-02-11;9;1687;1671
2020-02-11;10;1651;1623
2020-02-11;11;2032;2013
2020-02-11;12;2679;2651
2020-02-11;13;2445;2417
2020-02-11;14;2299;2278
2020-02-11;15;3241;3203
2020-02-11;16;3056;3024
2020-02-11;17;2803;2783
2020-02-11;18;2666;2638
2020-02-11;19;2249;2218
2020-02-11;20;1530;1511
2020-02-11;21;956;946
2020-02-11;22;598;594
2020-02-11;23;296;293
2020-02-12;0;63;63
2020-02-12;1;4;4
2020-02-12;2;2;2
2020-02-12;5;1;1
2020-02-12;6;120;120
2020-02-12;7;2152;2130
2020-02-12;8;2526;2507
